2023-08-17 15:10:17.556205 - {street: 1, cars: 10, velocity: 22.823435274402996, time: 2023-08-17 15:10:17.556142}
2023-08-17 15:10:19.560564 - {street: 1, cars: 83, velocity: 54.02882898047884, time: 2023-08-17 15:10:19.560520}
2023-08-17 15:10:21.564877 - {street: 1, cars: 51, velocity: 43.66900747262697, time: 2023-08-17 15:10:21.564835}
2023-08-17 15:10:22.541808 - {street: 2, cars: 11, velocity: 53.76660734096628, time: 2023-08-17 15:10:22.541750}
2023-08-17 15:10:23.568879 - {street: 1, cars: 28, velocity: 56.106832738413004, time: 2023-08-17 15:10:23.568836}
2023-08-17 15:10:24.545675 - {street: 2, cars: 68, velocity: 49.49230037820827, time: 2023-08-17 15:10:24.545631}
2023-08-17 15:10:25.573019 - {street: 1, cars: 10, velocity: 45.35581284741179, time: 2023-08-17 15:10:25.572977}
2023-08-17 15:10:26.549986 - {street: 2, cars: 86, velocity: 47.264180967922286, time: 2023-08-17 15:10:26.549811}
2023-08-17 15:10:27.577179 - {street: 1, cars: 11, velocity: 58.498498155578446, time: 2023-08-17 15:10:27.577136}
2023-08-17 15:10:28.554234 - {street: 2, cars: 71, velocity: 42.49659840651542, time: 2023-08-17 15:10:28.554192}
2023-08-17 15:10:29.581535 - {street: 1, cars: 93, velocity: 77.21908388241852, time: 2023-08-17 15:10:29.581497}
2023-08-17 15:10:30.558144 - {street: 2, cars: 64, velocity: 28.471180433885678, time: 2023-08-17 15:10:30.558103}
2023-08-17 15:10:31.585611 - {street: 1, cars: 51, velocity: 22.184077829922906, time: 2023-08-17 15:10:31.585568}
2023-08-17 15:10:32.562812 - {street: 2, cars: 20, velocity: 51.687040868740674, time: 2023-08-17 15:10:32.562769}
2023-08-17 15:10:33.589797 - {street: 1, cars: 49, velocity: 65.8237989157049, time: 2023-08-17 15:10:33.589727}
2023-08-17 15:10:34.566004 - {street: 2, cars: 14, velocity: 27.110971720281704, time: 2023-08-17 15:10:34.565962}
2023-08-17 15:10:35.593996 - {street: 1, cars: 81, velocity: 59.21447231923116, time: 2023-08-17 15:10:35.593954}
2023-08-17 15:10:36.570259 - {street: 2, cars: 25, velocity: 31.558878737648264, time: 2023-08-17 15:10:36.570214}
2023-08-17 15:10:37.598110 - {street: 1, cars: 52, velocity: 75.01934239007109, time: 2023-08-17 15:10:37.598068}
2023-08-17 15:10:38.574106 - {street: 2, cars: 45, velocity: 76.05318093878341, time: 2023-08-17 15:10:38.574062}
2023-08-17 15:10:39.601964 - {street: 1, cars: 26, velocity: 54.34766270370029, time: 2023-08-17 15:10:39.601922}
2023-08-17 15:10:40.578745 - {street: 2, cars: 35, velocity: 21.71513979010048, time: 2023-08-17 15:10:40.578705}
2023-08-17 15:10:41.606388 - {street: 1, cars: 69, velocity: 49.50886790916283, time: 2023-08-17 15:10:41.606347}
2023-08-17 15:10:42.581965 - {street: 2, cars: 76, velocity: 63.45439245307617, time: 2023-08-17 15:10:42.581923}
2023-08-17 15:10:43.610011 - {street: 1, cars: 72, velocity: 73.90005885265172, time: 2023-08-17 15:10:43.609965}
2023-08-17 15:10:44.585931 - {street: 2, cars: 93, velocity: 64.5976039477855, time: 2023-08-17 15:10:44.585876}
2023-08-17 15:10:45.614117 - {street: 1, cars: 58, velocity: 75.45619294110034, time: 2023-08-17 15:10:45.614076}
2023-08-17 15:10:46.590173 - {street: 2, cars: 54, velocity: 47.01087751970671, time: 2023-08-17 15:10:46.590129}
2023-08-17 15:10:47.618412 - {street: 1, cars: 86, velocity: 34.88810539553786, time: 2023-08-17 15:10:47.618371}
2023-08-17 15:10:48.594129 - {street: 2, cars: 46, velocity: 31.765601933837043, time: 2023-08-17 15:10:48.594088}
2023-08-17 15:10:49.622441 - {street: 1, cars: 31, velocity: 21.95831973287297, time: 2023-08-17 15:10:49.622400}
2023-08-17 15:10:50.597948 - {street: 2, cars: 75, velocity: 44.589612830124125, time: 2023-08-17 15:10:50.597881}
2023-08-17 15:10:51.626104 - {street: 1, cars: 76, velocity: 46.36472866847664, time: 2023-08-17 15:10:51.626050}
2023-08-17 15:10:52.601418 - {street: 2, cars: 75, velocity: 65.91698663199448, time: 2023-08-17 15:10:52.601348}
2023-08-17 15:10:53.629833 - {street: 1, cars: 91, velocity: 23.329188016283247, time: 2023-08-17 15:10:53.629698}
2023-08-17 15:10:54.605225 - {street: 2, cars: 95, velocity: 33.183855433696436, time: 2023-08-17 15:10:54.605187}
2023-08-17 15:10:55.633928 - {street: 1, cars: 62, velocity: 22.6297345493358, time: 2023-08-17 15:10:55.633867}
2023-08-17 15:10:56.609320 - {street: 2, cars: 92, velocity: 74.67502339368173, time: 2023-08-17 15:10:56.609278}
2023-08-17 15:10:57.638024 - {street: 1, cars: 68, velocity: 23.856896502507784, time: 2023-08-17 15:10:57.637981}
2023-08-17 15:10:58.613936 - {street: 2, cars: 9, velocity: 74.74962509431731, time: 2023-08-17 15:10:58.613902}
2023-08-17 15:10:59.642288 - {street: 1, cars: 34, velocity: 38.079636288229224, time: 2023-08-17 15:10:59.642244}
2023-08-17 15:11:00.618104 - {street: 2, cars: 63, velocity: 44.42320598460611, time: 2023-08-17 15:11:00.618060}
2023-08-17 15:11:01.646338 - {street: 1, cars: 82, velocity: 34.685597328232234, time: 2023-08-17 15:11:01.646287}
2023-08-17 15:11:02.622124 - {street: 2, cars: 79, velocity: 44.46785074303338, time: 2023-08-17 15:11:02.622079}
2023-08-17 15:11:03.651008 - {street: 1, cars: 83, velocity: 61.76217688889563, time: 2023-08-17 15:11:03.650965}
2023-08-17 15:11:04.626156 - {street: 2, cars: 68, velocity: 20.27080741976152, time: 2023-08-17 15:11:04.626109}
2023-08-17 15:11:05.657944 - {street: 1, cars: 73, velocity: 33.473439753715, time: 2023-08-17 15:11:05.657903}
2023-08-17 15:11:06.630374 - {street: 2, cars: 44, velocity: 27.755143798756855, time: 2023-08-17 15:11:06.630333}
2023-08-17 15:11:07.662059 - {street: 1, cars: 0, velocity: 42.498500129821394, time: 2023-08-17 15:11:07.662017}
2023-08-17 15:11:08.633953 - {street: 2, cars: 82, velocity: 43.583237527424515, time: 2023-08-17 15:11:08.633908}
2023-08-17 15:11:09.666227 - {street: 1, cars: 67, velocity: 44.06042082394764, time: 2023-08-17 15:11:09.666182}
2023-08-17 15:11:10.638199 - {street: 2, cars: 6, velocity: 56.09940781956595, time: 2023-08-17 15:11:10.638157}
2023-08-17 15:11:11.670240 - {street: 1, cars: 89, velocity: 63.46568696729475, time: 2023-08-17 15:11:11.670191}
2023-08-17 15:11:12.644798 - {street: 2, cars: 69, velocity: 37.76958829625629, time: 2023-08-17 15:11:12.644754}
2023-08-17 15:11:13.674561 - {street: 1, cars: 30, velocity: 59.33590212587671, time: 2023-08-17 15:11:13.674518}
2023-08-17 15:11:14.649155 - {street: 2, cars: 52, velocity: 77.5970183159595, time: 2023-08-17 15:11:14.649112}
2023-08-17 15:11:15.678829 - {street: 1, cars: 5, velocity: 53.5259939962802, time: 2023-08-17 15:11:15.678786}
2023-08-17 15:11:16.655807 - {street: 2, cars: 49, velocity: 52.19759133734469, time: 2023-08-17 15:11:16.655764}
2023-08-17 15:11:17.683024 - {street: 1, cars: 85, velocity: 22.884493333665773, time: 2023-08-17 15:11:17.682981}
2023-08-17 15:11:18.657935 - {street: 2, cars: 100, velocity: 49.50476062921788, time: 2023-08-17 15:11:18.657895}
2023-08-17 15:11:19.689782 - {street: 1, cars: 45, velocity: 74.61978076226481, time: 2023-08-17 15:11:19.689704}
2023-08-17 15:11:20.662156 - {street: 2, cars: 23, velocity: 30.994681989024343, time: 2023-08-17 15:11:20.662112}
2023-08-17 15:11:21.693809 - {street: 1, cars: 53, velocity: 22.020250561807554, time: 2023-08-17 15:11:21.693735}
2023-08-17 15:11:22.666414 - {street: 2, cars: 51, velocity: 59.914688005428054, time: 2023-08-17 15:11:22.666371}
2023-08-17 15:11:23.698016 - {street: 1, cars: 39, velocity: 28.091077428102317, time: 2023-08-17 15:11:23.697974}
2023-08-17 15:11:24.670665 - {street: 2, cars: 53, velocity: 39.10724152212026, time: 2023-08-17 15:11:24.670623}
2023-08-17 15:11:25.702009 - {street: 1, cars: 55, velocity: 28.77092175007548, time: 2023-08-17 15:11:25.701967}
2023-08-17 15:11:26.673964 - {street: 2, cars: 67, velocity: 29.226427768645827, time: 2023-08-17 15:11:26.673886}
2023-08-17 15:11:27.705846 - {street: 1, cars: 16, velocity: 24.920450732578132, time: 2023-08-17 15:11:27.705803}
2023-08-17 15:11:28.677950 - {street: 2, cars: 86, velocity: 25.23035224111606, time: 2023-08-17 15:11:28.677891}
2023-08-17 15:11:29.710062 - {street: 1, cars: 20, velocity: 25.623156004948292, time: 2023-08-17 15:11:29.710022}
2023-08-17 15:11:30.682141 - {street: 2, cars: 100, velocity: 66.02081610455983, time: 2023-08-17 15:11:30.682099}
2023-08-17 15:11:31.714253 - {street: 1, cars: 21, velocity: 51.48953758001069, time: 2023-08-17 15:11:31.714211}
2023-08-17 15:11:32.686062 - {street: 2, cars: 60, velocity: 21.918900527916097, time: 2023-08-17 15:11:32.686034}
2023-08-17 15:11:33.718272 - {street: 1, cars: 74, velocity: 21.02497248937572, time: 2023-08-17 15:11:33.718227}
2023-08-17 15:11:34.690672 - {street: 2, cars: 41, velocity: 59.07062852639519, time: 2023-08-17 15:11:34.690631}
2023-08-17 15:11:35.722157 - {street: 1, cars: 61, velocity: 33.72589454985224, time: 2023-08-17 15:11:35.722116}
2023-08-17 15:11:36.695140 - {street: 2, cars: 38, velocity: 60.69692335296777, time: 2023-08-17 15:11:36.695099}
2023-08-17 15:11:37.726375 - {street: 1, cars: 24, velocity: 20.201863525570655, time: 2023-08-17 15:11:37.726335}
2023-08-17 15:11:38.699277 - {street: 2, cars: 80, velocity: 24.36587247689849, time: 2023-08-17 15:11:38.699235}
2023-08-17 15:11:39.730086 - {street: 1, cars: 25, velocity: 50.252591779731574, time: 2023-08-17 15:11:39.730047}
2023-08-17 15:11:40.701958 - {street: 2, cars: 11, velocity: 30.061283517129805, time: 2023-08-17 15:11:40.701916}
2023-08-17 15:11:41.734284 - {street: 1, cars: 35, velocity: 23.192511623876925, time: 2023-08-17 15:11:41.734243}
2023-08-17 15:11:42.705955 - {street: 2, cars: 27, velocity: 25.876229289108487, time: 2023-08-17 15:11:42.705914}
2023-08-17 15:11:43.737935 - {street: 1, cars: 47, velocity: 67.33982444943189, time: 2023-08-17 15:11:43.737892}
2023-08-17 15:11:44.709859 - {street: 2, cars: 79, velocity: 35.2213401616836, time: 2023-08-17 15:11:44.709808}
2023-08-17 15:11:45.742082 - {street: 1, cars: 90, velocity: 55.939714451965266, time: 2023-08-17 15:11:45.742005}
2023-08-17 15:11:46.714085 - {street: 2, cars: 73, velocity: 41.73935300589449, time: 2023-08-17 15:11:46.714042}
2023-08-17 15:11:47.745993 - {street: 1, cars: 21, velocity: 44.70652860096389, time: 2023-08-17 15:11:47.745947}
